scenario,type,id,x,y,z
scenario_01_baseline,endnode,49,-1664.58,2383.82,1.50
scenario_01_baseline,endnode,50,-156.27,-2321.37,1.50
scenario_01_baseline,endnode,51,-1484.68,-1928.83,1.50
scenario_01_baseline,endnode,52,1487.52,1522.52,1.50
scenario_01_baseline,endnode,53,-2032.87,526.94,1.50
scenario_01_baseline,endnode,54,1152.53,859.65,1.50
scenario_01_baseline,endnode,55,-1230.58,-216.10,1.50
scenario_01_baseline,endnode,56,-546.00,-703.67,1.50
scenario_01_baseline,endnode,57,824.81,-1593.22,1.50
scenario_01_baseline,endnode,58,-942.04,426.10,1.50
scenario_01_baseline,endnode,59,-1163.18,624.87,1.50
scenario_01_baseline,endnode,60,-430.68,-1994.37,1.50
scenario_01_baseline,endnode,61,337.53,-1768.15,1.50
scenario_01_baseline,endnode,62,811.21,1553.47,1.50
scenario_01_baseline,endnode,63,1097.02,-1854.48,1.50
scenario_01_baseline,endnode,64,-32.81,1702.51,1.50
scenario_01_baseline,endnode,65,1620.06,-1607.58,1.50
scenario_01_baseline,endnode,66,-144.86,272.95,1.50
scenario_01_baseline,endnode,67,-842.06,109.00,1.50
scenario_01_baseline,endnode,68,-2444.47,-1031.20,1.50
scenario_01_baseline,endnode,69,1102.44,1514.51,1.50
scenario_01_baseline,endnode,70,-1075.23,-592.53,1.50
scenario_01_baseline,endnode,71,89.75,1438.58,1.50
scenario_01_baseline,endnode,72,-2304.14,-187.14,1.50
scenario_01_baseline,endnode,73,2227.85,-2320.71,1.50
scenario_01_baseline,endnode,74,-614.60,-1938.18,1.50
scenario_01_baseline,endnode,75,-361.70,-1576.66,1.50
scenario_01_baseline,endnode,76,-235.42,-1257.22,1.50
scenario_01_baseline,endnode,77,1061.34,1468.18,1.50
scenario_01_baseline,endnode,78,1286.92,-1388.57,1.50
scenario_01_baseline,endnode,79,1321.98,1419.67,1.50
scenario_01_baseline,endnode,80,-209.02,1246.95,1.50
scenario_01_baseline,endnode,81,2289.17,-2403.12,1.50
scenario_01_baseline,endnode,82,-1077.19,1397.13,1.50
scenario_01_baseline,endnode,83,-499.34,1759.60,1.50
scenario_01_baseline,endnode,84,-359.04,-2496.98,1.50
scenario_01_baseline,endnode,85,1545.91,-2061.52,1.50
scenario_01_baseline,endnode,86,-1889.89,-1497.35,1.50
scenario_01_baseline,endnode,87,1313.25,1637.22,1.50
scenario_01_baseline,endnode,88,-1024.10,1299.39,1.50
scenario_01_baseline,endnode,89,2313.57,105.46,1.50
scenario_01_baseline,endnode,90,-1130.53,-1500.28,1.50
scenario_01_baseline,endnode,91,-1329.52,1580.14,1.50
scenario_01_baseline,endnode,92,-1503.02,585.37,1.50
scenario_01_baseline,endnode,93,-214.06,-323.65,1.50
scenario_01_baseline,endnode,94,-2044.38,100.53,1.50
scenario_01_baseline,endnode,95,1699.11,1706.18,1.50
scenario_01_baseline,endnode,96,-882.88,-266.23,1.50
scenario_01_baseline,endnode,97,-847.29,-625.57,1.50
scenario_01_baseline,endnode,98,-810.73,975.20,1.50
scenario_01_baseline,endnode,99,848.47,1038.73,1.50
scenario_02_adr,gateway,0,0.00,0.00,15.00
scenario_02_adr,endnode,0,1015.74,188.86,1.50
scenario_02_adr,endnode,1,-1255.02,172.36,1.50
scenario_02_adr,endnode,2,658.87,479.13,1.50
scenario_02_adr,endnode,3,-1351.53,-783.77,1.50
scenario_02_adr,endnode,4,-1418.54,-1869.96,1.50
scenario_02_adr,endnode,5,346.89,-363.37,1.50
scenario_02_adr,endnode,6,1684.86,194.39,1.50
scenario_02_adr,endnode,7,594.88,760.13,1.50
scenario_02_adr,endnode,8,1345.44,-368.02,1.50
scenario_02_adr,endnode,9,366.99,-1472.95,1.50
scenario_02_adr,endnode,10,-1944.01,1066.28,1.50
scenario_02_adr,endnode,11,-2325.81,-1727.40,1.50
scenario_02_adr,endnode,12,451.52,-500.16,1.50
scenario_02_adr,endnode,13,-122.03,1519.41,1.50
scenario_02_adr,endnode,14,-885.98,1172.69,1.50
scenario_02_adr,endnode,15,1494.02,-1874.44,1.50
scenario_02_adr,endnode,16,-1312.72,-2445.46,1.50
scenario_02_adr,endnode,17,2250.15,1789.05,1.50
scenario_02_adr,endnode,18,1896.60,-1815.98,1.50
scenario_02_adr,endnode,19,-255.54,1846.55,1.50
scenario_02_adr,endnode,20,-2175.93,-1836.53,1.50
scenario_02_adr,endnode,21,-999.89,42.46,1.50
scenario_02_adr,endnode,22,-922.46,1748.93,1.50
scenario_02_adr,endnode,23,1559.78,640.39,1.50
scenario_02_adr,endnode,24,-264.78,713.45,1.50
scenario_02_adr,endnode,25,1559.97,932.77,1.50
scenario_02_adr,endnode,26,34.26,2203.61,1.50
scenario_02_adr,endnode,27,-2319.76,1298.37,1.50
scenario_02_adr,endnode,28,-1613.10,1282.54,1.50
scenario_02_adr,endnode,29,2061.19,-459.16,1.50
scenario_02_adr,endnode,30,1292.40,366.33,1.50
scenario_02_adr,endnode,31,1234.36,-1453.46,1.50
scenario_02_adr,endnode,32,2431.73,-744.19,1.50
scenario_02_adr,endnode,33,513.82,1125.41,1.50
scenario_02_adr,endnode,34,-234.46,1474.62,1.50
scenario_02_adr,endnode,35,1017.60,2177.43,1.50
scenario_02_adr,endnode,36,17.46,-207.54,1.50
scenario_02_adr,endnode,37,-678.03,82.72,1.50
scenario_02_adr,endnode,38,301.63,1869.64,1.50
scenario_02_adr,endnode,39,-8.44,-2291.30,1.50
scenario_02_adr,endnode,40,-712.68,700.97,1.50
scenario_02_adr,endnode,41,-1816.81,-705.28,1.50
scenario_02_adr,endnode,42,-2341.40,1282.53,1.50
scenario_02_adr,endnode,43,55.05,-1329.66,1.50
scenario_02_adr,endnode,44,1591.04,2408.35,1.50
scenario_02_adr,endnode,45,1875.87,-608.76,1.50
scenario_02_adr,endnode,46,-1149.09,725.78,1.50
scenario_02_adr,endnode,47,-2186.15,-1186.77,1.50
scenario_02_adr,endnode,48,-1211.49,2214.13,1.50
scenario_02_adr,endnode,49,-2112.61,566.68,1.50
scenario_02_adr,endnode,50,-2131.64,-1642.34,1.50
scenario_02_adr,endnode,51,-221.26,-917.99,1.50
scenario_02_adr,endnode,52,-371.69,1931.65,1.50
scenario_02_adr,endnode,53,313.02,-1186.58,1.50
scenario_02_adr,endnode,54,1125.75,-1300.86,1.50
scenario_02_adr,endnode,55,-1781.07,165.44,1.50
scenario_02_adr,endnode,56,-2197.60,-2146.90,1.50
scenario_02_adr,endnode,57,-180.94,-505.54,1.50
scenario_02_adr,endnode,58,-1319.59,-2371.30,1.50
scenario_02_adr,endnode,59,1584.59,-1779.23,1.50
scenario_02_adr,endnode,60,349.57,220.33,1.50
scenario_02_adr,endnode,61,-556.63,828.75,1.50
scenario_02_adr,endnode,62,-79.14,-276.79,1.50
scenario_02_adr,endnode,63,-597.61,391.31,1.50
scenario_02_adr,endnode,64,-1443.75,357.63,1.50
scenario_02_adr,endnode,65,2053.72,-1884.01,1.50
scenario_02_adr,endnode,66,-1121.09,450.37,1.50
scenario_02_adr,endnode,67,-1580.28,372.37,1.50
scenario_02_adr,endnode,68,-1128.48,1063.65,1.50
scenario_02_adr,endnode,69,1052.36,849.50,1.50
scenario_02_adr,endnode,70,-85.68,-1680.61,1.50
scenario_02_adr,endnode,71,2075.35,1991.49,1.50
scenario_02_adr,endnode,72,1234.36,1691.84,1.50
scenario_02_adr,endnode,73,-745.68,-825.43,1.50
scenario_02_adr,endnode,74,729.07,-1331.91,1.50
scenario_02_adr,endnode,75,-644.55,2310.73,1.50
scenario_02_adr,endnode,76,1429.56,1590.16,1.50
scenario_02_adr,endnode,77,-1335.95,2351.98,1.50
scenario_02_adr,endnode,78,-1550.87,-2061.83,1.50
scenario_02_adr,endnode,79,1950.33,-2292.52,1.50
scenario_02_adr,endnode,80,1695.57,960.53,1.50
scenario_02_adr,endnode,81,-7.39,273.26,1.50
scenario_02_adr,endnode,82,1554.15,-450.48,1.50
scenario_02_adr,endnode,83,-1219.38,-1544.20,1.50
scenario_02_adr,endnode,84,637.06,785.97,1.50
scenario_02_adr,endnode,85,2413.68,940.32,1.50
scenario_02_adr,endnode,86,-445.10,-2162.91,1.50
scenario_02_adr,endnode,87,1788.99,1066.26,1.50
scenario_02_adr,endnode,88,-120.59,-969.67,1.50
scenario_02_adr,endnode,89,867.03,-298.05,1.50
scenario_02_adr,endnode,90,-1692.48,480.76,1.50
scenario_02_adr,endnode,91,-1026.15,1992.61,1.50
scenario_02_adr,endnode,92,675.68,1716.17,1.50
scenario_02_adr,endnode,93,-848.68,-1312.20,1.50
scenario_02_adr,endnode,94,-1131.62,1006.44,1.50
scenario_02_adr,endnode,95,-899.64,396.42,1.50
scenario_02_adr,endnode,96,737.77,-1136.29,1.50
scenario_02_adr,endnode,97,412.68,1433.73,1.50
scenario_02_adr,endnode,98,-980.51,-535.62,1.50
scenario_02_adr,endnode,99,2489.71,-2074.09,1.50
scenario_03_sf_impact,gateway,0,0.00,0.00,15.00
scenario_03_sf_impact,endnode,0,-387.99,308.38,1.50
scenario_03_sf_impact,endnode,1,-812.52,-39.77,1.50
scenario_03_sf_impact,endnode,2,-239.75,214.96,1.50
scenario_03_sf_impact,endnode,3,-1352.93,1141.78,1.50
scenario_03_sf_impact,endnode,4,943.70,-668.52,1.50
scenario_03_sf_impact,endnode,5,1140.95,-206.02,1.50
scenario_03_sf_impact,endnode,6,-377.94,1198.26,1.50
scenario_03_sf_impact,endnode,7,-119.09,-1197.47,1.50
scenario_03_sf_impact,endnode,8,-200.19,-1124.68,1.50
scenario_03_sf_impact,endnode,9,-15.97,1385.48,1.50
scenario_03_sf_impact,endnode,10,304.94,-64.27,1.50
scenario_03_sf_impact,endnode,11,-882.93,181.64,1.50
scenario_03_sf_impact,endnode,12,-434.17,39.99,1.50
scenario_03_sf_impact,endnode,13,-581.50,1335.24,1.50
scenario_03_sf_impact,endnode,14,1297.48,62.05,1.50
scenario_03_sf_impact,endnode,15,-292.07,261.01,1.50
scenario_03_sf_impact,endnode,16,-499.07,1138.88,1.50
scenario_03_sf_impact,endnode,17,1056.01,362.00,1.50
scenario_03_sf_impact,endnode,18,-107.26,1039.19,1.50
scenario_03_sf_impact,endnode,19,-172.97,-932.09,1.50
scenario_03_sf_impact,endnode,20,430.72,302.33,1.50
scenario_03_sf_impact,endnode,21,-216.18,1317.16,1.50
scenario_03_sf_impact,endnode,22,16.35,-111.72,1.50
scenario_03_sf_impact,endnode,23,1018.24,-447.66,1.50
scenario_03_sf_impact,endnode,24,-610.13,-647.21,1.50
scenario_03_sf_impact,endnode,25,-1009.54,976.47,1.50
scenario_03_sf_impact,endnode,26,687.77,533.11,1.50
scenario_03_sf_impact,endnode,27,-154.12,-806.20,1.50
scenario_03_sf_impact,endnode,28,-213.75,-478.56,1.50
scenario_03_sf_impact,endnode,29,-392.77,-1310.97,1.50
scenario_03_sf_impact,endnode,30,1409.90,-930.71,1.50
scenario_03_sf_impact,endnode,31,268.68,205.54,1.50
scenario_03_sf_impact,endnode,32,-225.16,-1191.58,1.50
scenario_03_sf_impact,endnode,33,-1412.75,-1103.40,1.50
scenario_03_sf_impact,endnode,34,337.40,-922.70,1.50
scenario_03_sf_impact,endnode,35,-65.11,1259.36,1.50
scenario_03_sf_impact,endnode,36,-1297.67,-41.30,1.50
scenario_03_sf_impact,endnode,37,569.49,892.94,1.50
scenario_03_sf_impact,endnode,38,464.66,-1122.43,1.50
scenario_03_sf_impact,endnode,39,-850.18,-679.03,1.50
scenario_03_sf_impact,endnode,40,211.36,-1400.07,1.50
scenario_03_sf_impact,endnode,41,-1166.68,-245.51,1.50
scenario_03_sf_impact,endnode,42,612.77,-215.44,1.50
scenario_03_sf_impact,endnode,43,-615.12,487.50,1.50
scenario_03_sf_impact,endnode,44,-1150.69,-878.47,1.50
scenario_03_sf_impact,endnode,45,66.86,-331.19,1.50
scenario_03_sf_impact,endnode,46,806.10,62.89,1.50
scenario_03_sf_impact,endnode,47,-834.58,1381.76,1.50
scenario_03_sf_impact,endnode,48,-766.49,172.32,1.50
scenario_03_sf_impact,endnode,49,409.35,703.89,1.50
scenario_04_confirmed,gateway,0,0.00,0.00,15.00
scenario_04_confirmed,endnode,0,1753.28,1963.88,1.50
scenario_04_confirmed,endnode,1,-595.67,-1962.49,1.50
scenario_04_confirmed,endnode,2,966.89,91.17,1.50
scenario_04_confirmed,endnode,3,1293.41,-1524.13,1.50
scenario_04_confirmed,endnode,4,-1139.71,1798.66,1.50
scenario_04_confirmed,endnode,5,97.63,2367.04,1.50
scenario_04_confirmed,endnode,6,-1430.63,138.06,1.50
scenario_04_confirmed,endnode,7,-1725.63,2432.45,1.50
scenario_04_confirmed,endnode,8,-965.12,1212.63,1.50
scenario_04_confirmed,endnode,9,-1789.07,341.60,1.50
scenario_04_confirmed,endnode,10,2365.12,501.88,1.50
scenario_04_confirmed,endnode,11,1196.43,775.68,1.50
scenario_04_confirmed,endnode,12,-2264.04,-1867.91,1.50
scenario_04_confirmed,endnode,13,831.03,-2173.01,1.50
scenario_04_confirmed,endnode,14,798.28,1202.91,1.50
scenario_04_confirmed,endnode,15,-524.00,1143.27,1.50
scenario_04_confirmed,endnode,16,1574.56,-2079.03,1.50
scenario_04_confirmed,endnode,17,-1328.41,2348.15,1.50
scenario_04_confirmed,endnode,18,269.67,-64.68,1.50
scenario_04_confirmed,endnode,19,1153.52,-513.94,1.50
scenario_04_confirmed,endnode,20,848.40,1718.48,1.50
scenario_04_confirmed,endnode,21,-451.92,-1131.83,1.50
scenario_04_confirmed,endnode,22,-658.98,1155.08,1.50
scenario_04_confirmed,endnode,23,-2264.83,-193.62,1.50
scenario_04_confirmed,endnode,24,-1868.42,2303.56,1.50
scenario_04_confirmed,endnode,25,2336.35,2375.28,1.50
scenario_04_confirmed,endnode,26,1733.39,-349.29,1.50
scenario_04_confirmed,endnode,27,-321.87,2170.68,1.50
scenario_04_confirmed,endnode,28,214.11,-1827.55,1.50
scenario_04_confirmed,endnode,29,-2390.13,-1778.54,1.50
scenario_04_confirmed,endnode,30,1804.26,2442.36,1.50
scenario_04_confirmed,endnode,31,1997.23,966.95,1.50
scenario_04_confirmed,endnode,32,1432.68,736.19,1.50
scenario_04_confirmed,endnode,33,674.41,-1242.50,1.50
scenario_04_confirmed,endnode,34,-2235.73,-143.53,1.50
scenario_04_confirmed,endnode,35,685.08,598.02,1.50
scenario_04_confirmed,endnode,36,-1919.71,454.76,1.50
scenario_04_confirmed,endnode,37,1525.27,1006.46,1.50
scenario_04_confirmed,endnode,38,-104.95,-1611.75,1.50
scenario_04_confirmed,endnode,39,1330.98,-809.56,1.50
scenario_04_confirmed,endnode,40,428.80,-1736.05,1.50
scenario_04_confirmed,endnode,41,-1326.71,-1859.83,1.50
scenario_04_confirmed,endnode,42,1200.75,1123.52,1.50
scenario_04_confirmed,endnode,43,-182.61,1846.08,1.50
scenario_04_confirmed,endnode,44,2486.55,2102.15,1.50
scenario_04_confirmed,endnode,45,1338.71,2360.50,1.50
scenario_04_confirmed,endnode,46,546.50,1516.81,1.50
scenario_04_confirmed,endnode,47,1865.85,-782.39,1.50
scenario_04_confirmed,endnode,48,-133.28,529.50,1.50
scenario_04_confirmed,endnode,49,-203.24,-2302.56,1.50
scenario_04_confirmed,endnode,50,-177.81,2173.11,1.50
scenario_04_confirmed,endnode,51,2147.30,1988.39,1.50
scenario_04_confirmed,endnode,52,1973.64,-1543.51,1.50
scenario_04_confirmed,endnode,53,-1105.21,2002.05,1.50
scenario_04_confirmed,endnode,54,345.13,1665.35,1.50
scenario_04_confirmed,endnode,55,1664.16,-372.00,1.50
scenario_04_confirmed,endnode,56,852.36,-1637.93,1.50
scenario_04_confirmed,endnode,57,-290.44,1350.11,1.50
scenario_04_confirmed,endnode,58,746.69,757.77,1.50
scenario_04_confirmed,endnode,59,-1906.37,1634.24,1.50
scenario_04_confirmed,endnode,60,-67.20,1346.64,1.50
scenario_04_confirmed,endnode,61,2415.19,2456.56,1.50
scenario_04_confirmed,endnode,62,1487.94,1117.62,1.50
scenario_04_confirmed,endnode,63,-442.36,-518.45,1.50
scenario_04_confirmed,endnode,64,1885.98,1161.51,1.50
scenario_04_confirmed,endnode,65,832.88,819.79,1.50
scenario_04_confirmed,endnode,66,-675.97,1094.05,1.50
scenario_04_confirmed,endnode,67,-2038.34,-1294.16,1.50
scenario_04_confirmed,endnode,68,215.33,1454.82,1.50
scenario_04_confirmed,endnode,69,1362.69,38.02,1.50
scenario_04_confirmed,endnode,70,2484.99,-495.12,1.50
scenario_04_confirmed,endnode,71,-291.39,1699.23,1.50
scenario_04_confirmed,endnode,72,1192.12,-249.52,1.50
scenario_04_confirmed,endnode,73,2206.98,1446.10,1.50
scenario_04_confirmed,endnode,74,-156.84,2117.84,1.50
scenario_04_confirmed,endnode,75,-1730.46,-1649.92,1.50
scenario_04_confirmed,endnode,76,-78.76,-561.42,1.50
scenario_04_confirmed,endnode,77,1211.70,1250.61,1.50
scenario_04_confirmed,endnode,78,-437.59,2244.09,1.50
scenario_04_confirmed,endnode,79,1175.04,-1437.22,1.50
scenario_04_confirmed,endnode,80,-1026.11,-2239.69,1.50
scenario_04_confirmed,endnode,81,337.49,-2458.82,1.50
scenario_04_confirmed,endnode,82,-287.39,1549.84,1.50
scenario_04_confirmed,endnode,83,-870.00,-856.60,1.50
scenario_04_confirmed,endnode,84,2141.37,-1846.57,1.50
scenario_04_confirmed,endnode,85,-561.28,-1239.17,1.50
scenario_04_confirmed,endnode,86,-2395.23,-1495.88,1.50
scenario_04_confirmed,endnode,87,147.66,436.96,1.50
scenario_04_confirmed,endnode,88,1220.37,-2046.82,1.50
scenario_04_confirmed,endnode,89,581.51,-2424.67,1.50
scenario_04_confirmed,endnode,90,-2387.34,1530.57,1.50
scenario_04_confirmed,endnode,91,1359.77,-1166.21,1.50
scenario_04_confirmed,endnode,92,-1164.86,1318.02,1.50
scenario_04_confirmed,endnode,93,2321.15,-565.09,1.50
scenario_04_confirmed,endnode,94,100.99,714.15,1.50
scenario_04_confirmed,endnode,95,838.27,-2404.89,1.50
scenario_04_confirmed,endnode,96,2479.45,1235.50,1.50
scenario_04_confirmed,endnode,97,1513.54,-639.78,1.50
scenario_04_confirmed,endnode,98,-248.13,-1011.28,1.50
scenario_04_confirmed,endnode,99,2494.59,-1077.16,1.50
scenario_05_traffic,gateway,0,0.00,0.00,15.00
scenario_05_traffic,endnode,0,1328.98,1372.99,1.50
scenario_05_traffic,endnode,1,1814.59,-136.17,1.50
scenario_05_traffic,endnode,2,2420.65,-1041.90,1.50
scenario_05_traffic,endnode,3,-719.17,-1093.30,1.50
scenario_05_traffic,endnode,4,2001.56,-562.42,1.50
scenario_05_traffic,endnode,5,-381.62,-1140.50,1.50
scenario_05_traffic,endnode,6,2030.03,1754.56,1.50
scenario_05_traffic,endnode,7,-989.25,180.90,1.50
scenario_05_traffic,endnode,8,1353.08,-1210.36,1.50
scenario_05_traffic,endnode,9,-749.65,-1914.67,1.50
scenario_05_traffic,endnode,10,1962.53,681.22,1.50
scenario_05_traffic,endnode,11,1227.49,-48.87,1.50
scenario_05_traffic,endnode,12,-1389.22,548.63,1.50
scenario_05_traffic,endnode,13,-1029.43,866.56,1.50
scenario_05_traffic,endnode,14,-1956.35,53.75,1.50
scenario_05_traffic,endnode,15,-316.51,2335.34,1.50
scenario_05_traffic,endnode,16,-492.42,1374.18,1.50
scenario_05_traffic,endnode,17,645.95,-1096.80,1.50
scenario_05_traffic,endnode,18,-727.29,-2059.87,1.50
scenario_05_traffic,endnode,19,1796.21,-1697.78,1.50
scenario_05_traffic,endnode,20,-2399.95,1605.56,1.50
scenario_05_traffic,endnode,21,925.68,1320.07,1.50
scenario_05_traffic,endnode,22,2038.22,1079.48,1.50
scenario_05_traffic,endnode,23,2440.51,-1878.81,1.50
scenario_05_traffic,endnode,24,-943.16,-442.22,1.50
scenario_05_traffic,endnode,25,-1162.56,-2061.14,1.50
scenario_05_traffic,endnode,26,-182.37,-990.71,1.50
scenario_05_traffic,endnode,27,1129.99,-557.72,1.50
scenario_05_traffic,endnode,28,-750.88,1918.64,1.50
scenario_05_traffic,endnode,29,673.87,-1090.29,1.50
scenario_05_traffic,endnode,30,-1737.49,-1040.61,1.50
scenario_05_traffic,endnode,31,-696.79,-1422.25,1.50
scenario_05_traffic,endnode,32,1585.62,2227.05,1.50
scenario_05_traffic,endnode,33,1944.21,2343.28,1.50
scenario_05_traffic,endnode,34,-2332.82,-948.56,1.50
scenario_05_traffic,endnode,35,-1798.49,530.93,1.50
scenario_05_traffic,endnode,36,1374.44,-1310.70,1.50
scenario_05_traffic,endnode,37,-394.98,247.31,1.50
scenario_05_traffic,endnode,38,-2206.87,-48.45,1.50
scenario_05_traffic,endnode,39,-1874.88,237.01,1.50
scenario_05_traffic,endnode,40,287.71,-1856.27,1.50
scenario_05_traffic,endnode,41,-224.85,1688.20,1.50
scenario_05_traffic,endnode,42,1315.57,1135.17,1.50
scenario_05_traffic,endnode,43,1399.76,1529.54,1.50
scenario_05_traffic,endnode,44,-289.81,526.77,1.50
scenario_05_traffic,endnode,45,1299.10,991.39,1.50
scenario_05_traffic,endnode,46,2451.49,202.80,1.50
scenario_05_traffic,endnode,47,2427.63,2285.32,1.50
scenario_05_traffic,endnode,48,1923.08,1510.48,1.50
scenario_05_traffic,endnode,49,-1049.08,535.72,1.50
scenario_05_traffic,endnode,50,-1409.81,644.71,1.50
scenario_05_traffic,endnode,51,2214.17,-843.05,1.50
scenario_05_traffic,endnode,52,-1664.13,686.40,1.50
scenario_05_traffic,endnode,53,-463.78,-2185.99,1.50
scenario_05_traffic,endnode,54,-1660.94,-900.50,1.50
scenario_05_traffic,endnode,55,818.58,1117.05,1.50
scenario_05_traffic,endnode,56,-611.09,1889.05,1.50
scenario_05_traffic,endnode,57,-1923.38,-1910.05,1.50
scenario_05_traffic,endnode,58,2154.06,-1173.38,1.50
scenario_05_traffic,endnode,59,-1679.46,-1199.81,1.50
scenario_05_traffic,endnode,60,-804.38,-1468.21,1.50
scenario_05_traffic,endnode,61,-1252.05,-354.47,1.50
scenario_05_traffic,endnode,62,-500.79,1763.71,1.50
scenario_05_traffic,endnode,63,1592.74,-444.27,1.50
scenario_05_traffic,endnode,64,1258.48,1186.48,1.50
scenario_05_traffic,endnode,65,182.33,-1042.09,1.50
scenario_05_traffic,endnode,66,1349.80,1459.03,1.50
scenario_05_traffic,endnode,67,-1731.12,1223.29,1.50
scenario_05_traffic,endnode,68,-1704.14,970.51,1.50
scenario_05_traffic,endnode,69,-1669.65,-1826.67,1.50
scenario_05_traffic,endnode,70,597.53,-163.62,1.50
scenario_05_traffic,endnode,71,-325.10,1650.05,1.50
scenario_05_traffic,endnode,72,-2052.59,1367.57,1.50
scenario_05_traffic,endnode,73,-1438.63,93.78,1.50
scenario_05_traffic,endnode,74,2323.44,-1981.80,1.50
scenario_05_traffic,endnode,75,-2354.62,-1995.29,1.50
scenario_05_traffic,endnode,76,1350.74,214.62,1.50
scenario_05_traffic,endnode,77,-2185.63,2145.50,1.50
scenario_05_traffic,endnode,78,1037.80,-1568.84,1.50
scenario_05_traffic,endnode,79,767.09,-1144.80,1.50
scenario_05_traffic,endnode,80,891.36,567.62,1.50
scenario_05_traffic,endnode,81,-986.77,2204.05,1.50
scenario_05_traffic,endnode,82,1577.00,1788.30,1.50
scenario_05_traffic,endnode,83,1332.36,-2156.21,1.50
scenario_05_traffic,endnode,84,947.14,-1748.49,1.50
scenario_05_traffic,endnode,85,1662.58,8.85,1.50
scenario_05_traffic,endnode,86,-2150.05,-1675.20,1.50
scenario_05_traffic,endnode,87,1946.68,-170.86,1.50
scenario_05_traffic,endnode,88,531.21,-1811.87,1.50
scenario_05_traffic,endnode,89,2012.30,-581.85,1.50
scenario_05_traffic,endnode,90,1297.79,395.08,1.50
scenario_05_traffic,endnode,91,-1237.90,1495.17,1.50
scenario_05_traffic,endnode,92,1706.08,1762.88,1.50
scenario_05_traffic,endnode,93,-2211.19,-1364.90,1.50
scenario_05_traffic,endnode,94,-689.63,-302.83,1.50
scenario_05_traffic,endnode,95,-764.68,839.70,1.50
scenario_05_traffic,endnode,96,1153.11,1687.73,1.50
scenario_05_traffic,endnode,97,-1970.47,-2027.60,1.50
scenario_05_traffic,endnode,98,-1995.88,690.26,1.50
scenario_05_traffic,endnode,99,-545.62,401.90,1.50
scenario_06_collision,gateway,0,0.00,0.00,15.00
scenario_06_collision,endnode,0,-71.95,8.39,1.50
scenario_06_collision,endnode,1,-24.42,-72.30,1.50
scenario_06_collision,endnode,2,58.92,-2.08,1.50
scenario_06_collision,endnode,3,-18.86,130.91,1.50
