scenario,type,id,x,y,z
scenario_01_baseline,enddevice,78,-698.12,430.55,1.50
scenario_01_baseline,enddevice,79,-495.29,-410.13,1.50
scenario_01_baseline,enddevice,80,444.47,-605.58,1.50
scenario_01_baseline,enddevice,81,697.68,826.07,1.50
scenario_01_baseline,enddevice,82,787.82,-961.45,1.50
scenario_01_baseline,enddevice,83,-894.74,-407.98,1.50
scenario_01_baseline,enddevice,84,-170.14,-104.22,1.50
scenario_01_baseline,enddevice,85,-777.07,-738.85,1.50
scenario_01_baseline,enddevice,86,-465.03,818.97,1.50
scenario_01_baseline,enddevice,87,50.60,769.65,1.50
scenario_01_baseline,enddevice,88,984.23,585.95,1.50
scenario_01_baseline,enddevice,89,-422.33,97.23,1.50
scenario_01_baseline,enddevice,90,-532.14,222.59,1.50
scenario_01_baseline,enddevice,91,-105.04,-420.46,1.50
scenario_01_baseline,enddevice,92,111.01,895.04,1.50
scenario_01_baseline,enddevice,93,-870.49,214.91,1.50
scenario_01_baseline,enddevice,94,-216.02,-920.99,1.50
scenario_01_baseline,enddevice,95,-730.85,-415.55,1.50
scenario_01_baseline,enddevice,96,-278.28,-980.17,1.50
scenario_01_baseline,enddevice,97,-976.16,-41.39,1.50
scenario_01_baseline,enddevice,98,-34.94,-159.92,1.50
scenario_01_baseline,enddevice,99,401.80,-101.15,1.50
scenario_02_adr,gateway,0,0.00,0.00,15.00
scenario_02_adr,enddevice,0,126.58,-570.54,1.50
scenario_02_adr,enddevice,1,-384.71,235.33,1.50
scenario_02_adr,enddevice,2,870.76,-340.86,1.50
scenario_02_adr,enddevice,3,711.20,483.34,1.50
scenario_02_adr,enddevice,4,-345.78,-56.57,1.50
scenario_02_adr,enddevice,5,-870.44,446.55,1.50
scenario_02_adr,enddevice,6,-801.12,725.36,1.50
scenario_02_adr,enddevice,7,838.32,-455.16,1.50
scenario_02_adr,enddevice,8,84.96,-291.97,1.50
scenario_02_adr,enddevice,9,-98.48,776.07,1.50
scenario_02_adr,enddevice,10,172.05,-303.91,1.50
scenario_02_adr,enddevice,11,-746.47,-944.13,1.50
scenario_02_adr,enddevice,12,-836.93,-171.14,1.50
scenario_02_adr,enddevice,13,87.64,887.66,1.50
scenario_02_adr,enddevice,14,358.86,796.03,1.50
scenario_02_adr,enddevice,15,-307.09,650.20,1.50
scenario_02_adr,enddevice,16,-175.97,-632.09,1.50
scenario_02_adr,enddevice,17,769.32,-937.05,1.50
scenario_02_adr,enddevice,18,893.36,759.56,1.50
scenario_02_adr,enddevice,19,859.81,-42.70,1.50
scenario_02_adr,enddevice,20,-741.93,283.50,1.50
scenario_02_adr,enddevice,21,-438.66,-867.39,1.50
scenario_02_adr,enddevice,22,-158.92,374.24,1.50
scenario_02_adr,enddevice,23,-754.02,-983.87,1.50
scenario_02_adr,enddevice,24,-403.19,-712.53,1.50
scenario_02_adr,enddevice,25,-788.43,389.85,1.50
scenario_02_adr,enddevice,26,-929.24,-774.80,1.50
scenario_02_adr,enddevice,27,542.90,864.77,1.50
scenario_02_adr,enddevice,28,118.19,-351.21,1.50
scenario_02_adr,enddevice,29,685.35,-631.63,1.50
scenario_02_adr,enddevice,30,832.15,460.43,1.50
scenario_02_adr,enddevice,31,622.70,63.64,1.50
scenario_02_adr,enddevice,32,-237.14,-818.77,1.50
scenario_02_adr,enddevice,33,-720.94,-902.02,1.50
scenario_02_adr,enddevice,34,-247.08,-19.51,1.50
scenario_02_adr,enddevice,35,653.09,339.64,1.50
scenario_02_adr,enddevice,36,-330.68,851.90,1.50
scenario_02_adr,enddevice,37,-60.58,-34.09,1.50
scenario_02_adr,enddevice,38,-645.10,-789.50,1.50
scenario_02_adr,enddevice,39,-890.38,-995.44,1.50
scenario_02_adr,enddevice,40,-527.99,-779.16,1.50
scenario_02_adr,enddevice,41,-875.19,-732.08,1.50
scenario_02_adr,enddevice,42,726.29,-583.66,1.50
scenario_02_adr,enddevice,43,781.54,688.81,1.50
scenario_02_adr,enddevice,44,-229.32,-19.20,1.50
scenario_02_adr,enddevice,45,26.89,635.92,1.50
scenario_02_adr,enddevice,46,-862.01,-786.58,1.50
scenario_02_adr,enddevice,47,887.79,-569.55,1.50
scenario_02_adr,enddevice,48,-48.32,284.04,1.50
scenario_02_adr,enddevice,49,-637.39,496.63,1.50
scenario_02_adr,enddevice,50,-390.50,740.23,1.50
scenario_02_adr,enddevice,51,164.60,-824.02,1.50
scenario_02_adr,enddevice,52,-910.89,-379.98,1.50
scenario_02_adr,enddevice,53,-390.03,368.42,1.50
scenario_02_adr,enddevice,54,225.98,-71.20,1.50
scenario_02_adr,enddevice,55,-995.16,-961.61,1.50
scenario_02_adr,enddevice,56,777.62,282.34,1.50
scenario_02_adr,enddevice,57,69.05,-359.02,1.50
scenario_02_adr,enddevice,58,-563.94,810.85,1.50
scenario_02_adr,enddevice,59,737.31,-322.28,1.50
scenario_02_adr,enddevice,60,325.48,328.87,1.50
scenario_02_adr,enddevice,61,-320.71,-310.27,1.50
scenario_02_adr,enddevice,62,604.46,14.71,1.50
scenario_02_adr,enddevice,63,-29.80,364.64,1.50
scenario_02_adr,enddevice,64,-549.87,-961.73,1.50
scenario_02_adr,enddevice,65,-212.35,680.27,1.50
scenario_02_adr,enddevice,66,-366.94,-583.62,1.50
scenario_02_adr,enddevice,67,377.62,243.09,1.50
scenario_02_adr,enddevice,68,-994.82,283.92,1.50
scenario_02_adr,enddevice,69,818.20,583.96,1.50
scenario_02_adr,enddevice,70,-11.01,267.41,1.50
scenario_02_adr,enddevice,71,-85.84,807.81,1.50
scenario_02_adr,enddevice,72,591.72,849.63,1.50
scenario_02_adr,enddevice,73,-317.15,775.72,1.50
scenario_02_adr,enddevice,74,-233.17,-809.65,1.50
scenario_02_adr,enddevice,75,-153.71,-365.29,1.50
scenario_02_adr,enddevice,76,-614.54,475.45,1.50
scenario_02_adr,enddevice,77,-312.91,207.59,1.50
scenario_02_adr,enddevice,78,-698.12,430.55,1.50
scenario_02_adr,enddevice,79,-495.29,-410.13,1.50
scenario_02_adr,enddevice,80,444.47,-605.58,1.50
scenario_02_adr,enddevice,81,697.68,826.07,1.50
scenario_02_adr,enddevice,82,787.82,-961.45,1.50
scenario_02_adr,enddevice,83,-894.74,-407.98,1.50
scenario_02_adr,enddevice,84,-170.14,-104.22,1.50
scenario_02_adr,enddevice,85,-777.07,-738.85,1.50
scenario_02_adr,enddevice,86,-465.03,818.97,1.50
scenario_02_adr,enddevice,87,50.60,769.65,1.50
scenario_02_adr,enddevice,88,984.23,585.95,1.50
scenario_02_adr,enddevice,89,-422.33,97.23,1.50
scenario_02_adr,enddevice,90,-532.14,222.59,1.50
scenario_02_adr,enddevice,91,-105.04,-420.46,1.50
scenario_02_adr,enddevice,92,111.01,895.04,1.50
scenario_02_adr,enddevice,93,-870.49,214.91,1.50
scenario_02_adr,enddevice,94,-216.02,-920.99,1.50
scenario_02_adr,enddevice,95,-730.85,-415.55,1.50
scenario_02_adr,enddevice,96,-278.28,-980.17,1.50
scenario_02_adr,enddevice,97,-976.16,-41.39,1.50
scenario_02_adr,enddevice,98,-34.94,-159.92,1.50
scenario_02_adr,enddevice,99,401.80,-101.15,1.50
scenario_04_confirmed,gateway,0,0.00,0.00,15.00
scenario_04_confirmed,enddevice,0,126.58,-570.54,1.50
scenario_04_confirmed,enddevice,1,-384.71,235.33,1.50
scenario_04_confirmed,enddevice,2,870.76,-340.86,1.50
scenario_04_confirmed,enddevice,3,711.20,483.34,1.50
scenario_04_confirmed,enddevice,4,-345.78,-56.57,1.50
scenario_04_confirmed,enddevice,5,-870.44,446.55,1.50
scenario_04_confirmed,enddevice,6,-801.12,725.36,1.50
scenario_04_confirmed,enddevice,7,838.32,-455.16,1.50
scenario_04_confirmed,enddevice,8,84.96,-291.97,1.50
scenario_04_confirmed,enddevice,9,-98.48,776.07,1.50
scenario_04_confirmed,enddevice,10,172.05,-303.91,1.50
scenario_04_confirmed,enddevice,11,-746.47,-944.13,1.50
scenario_04_confirmed,enddevice,12,-836.93,-171.14,1.50
scenario_04_confirmed,enddevice,13,87.64,887.66,1.50
scenario_04_confirmed,enddevice,14,358.86,796.03,1.50
scenario_04_confirmed,enddevice,15,-307.09,650.20,1.50
scenario_04_confirmed,enddevice,16,-175.97,-632.09,1.50
scenario_04_confirmed,enddevice,17,769.32,-937.05,1.50
scenario_04_confirmed,enddevice,18,893.36,759.56,1.50
scenario_04_confirmed,enddevice,19,859.81,-42.70,1.50
scenario_04_confirmed,enddevice,20,-741.93,283.50,1.50
scenario_04_confirmed,enddevice,21,-438.66,-867.39,1.50
scenario_04_confirmed,enddevice,22,-158.92,374.24,1.50
scenario_04_confirmed,enddevice,23,-754.02,-983.87,1.50
scenario_04_confirmed,enddevice,24,-403.19,-712.53,1.50
scenario_04_confirmed,enddevice,25,-788.43,389.85,1.50
scenario_04_confirmed,enddevice,26,-929.24,-774.80,1.50
scenario_04_confirmed,enddevice,27,542.90,864.77,1.50
scenario_04_confirmed,enddevice,28,118.19,-351.21,1.50
scenario_04_confirmed,enddevice,29,685.35,-631.63,1.50
scenario_04_confirmed,enddevice,30,832.15,460.43,1.50
scenario_04_confirmed,enddevice,31,622.70,63.64,1.50
scenario_04_confirmed,enddevice,32,-237.14,-818.77,1.50
scenario_04_confirmed,enddevice,33,-720.94,-902.02,1.50
scenario_04_confirmed,enddevice,34,-247.08,-19.51,1.50
scenario_04_confirmed,enddevice,35,653.09,339.64,1.50
scenario_04_confirmed,enddevice,36,-330.68,851.90,1.50
scenario_04_confirmed,enddevice,37,-60.58,-34.09,1.50
scenario_04_confirmed,enddevice,38,-645.10,-789.50,1.50
scenario_04_confirmed,enddevice,39,-890.38,-995.44,1.50
scenario_04_confirmed,enddevice,40,-527.99,-779.16,1.50
scenario_04_confirmed,enddevice,41,-875.19,-732.08,1.50
scenario_04_confirmed,enddevice,42,726.29,-583.66,1.50
scenario_04_confirmed,enddevice,43,781.54,688.81,1.50
scenario_04_confirmed,enddevice,44,-229.32,-19.20,1.50
scenario_04_confirmed,enddevice,45,26.89,635.92,1.50
scenario_04_confirmed,enddevice,46,-862.01,-786.58,1.50
scenario_04_confirmed,enddevice,47,887.79,-569.55,1.50
scenario_04_confirmed,enddevice,48,-48.32,284.04,1.50
scenario_04_confirmed,enddevice,49,-637.39,496.63,1.50
scenario_04_confirmed,enddevice,50,-390.50,740.23,1.50
scenario_04_confirmed,enddevice,51,164.60,-824.02,1.50
scenario_04_confirmed,enddevice,52,-910.89,-379.98,1.50
scenario_04_confirmed,enddevice,53,-390.03,368.42,1.50
scenario_04_confirmed,enddevice,54,225.98,-71.20,1.50
scenario_04_confirmed,enddevice,55,-995.16,-961.61,1.50
scenario_04_confirmed,enddevice,56,777.62,282.34,1.50
scenario_04_confirmed,enddevice,57,69.05,-359.02,1.50
scenario_04_confirmed,enddevice,58,-563.94,810.85,1.50
scenario_04_confirmed,enddevice,59,737.31,-322.28,1.50
scenario_04_confirmed,enddevice,60,325.48,328.87,1.50
scenario_04_confirmed,enddevice,61,-320.71,-310.27,1.50
scenario_04_confirmed,enddevice,62,604.46,14.71,1.50
scenario_04_confirmed,enddevice,63,-29.80,364.64,1.50
scenario_04_confirmed,enddevice,64,-549.87,-961.73,1.50
scenario_04_confirmed,enddevice,65,-212.35,680.27,1.50
scenario_04_confirmed,enddevice,66,-366.94,-583.62,1.50
scenario_04_confirmed,enddevice,67,377.62,243.09,1.50
scenario_04_confirmed,enddevice,68,-994.82,283.92,1.50
scenario_04_confirmed,enddevice,69,818.20,583.96,1.50
scenario_04_confirmed,enddevice,70,-11.01,267.41,1.50
scenario_04_confirmed,enddevice,71,-85.84,807.81,1.50
scenario_04_confirmed,enddevice,72,591.72,849.63,1.50
scenario_04_confirmed,enddevice,73,-317.15,775.72,1.50
scenario_04_confirmed,enddevice,74,-233.17,-809.65,1.50
scenario_04_confirmed,enddevice,75,-153.71,-365.29,1.50
scenario_04_confirmed,enddevice,76,-614.54,475.45,1.50
scenario_04_confirmed,enddevice,77,-312.91,207.59,1.50
scenario_04_confirmed,enddevice,78,-698.12,430.55,1.50
scenario_04_confirmed,enddevice,79,-495.29,-410.13,1.50
scenario_04_confirmed,enddevice,80,444.47,-605.58,1.50
scenario_04_confirmed,enddevice,81,697.68,826.07,1.50
scenario_04_confirmed,enddevice,82,787.82,-961.45,1.50
scenario_04_confirmed,enddevice,83,-894.74,-407.98,1.50
scenario_04_confirmed,enddevice,84,-170.14,-104.22,1.50
scenario_04_confirmed,enddevice,85,-777.07,-738.85,1.50
scenario_04_confirmed,enddevice,86,-465.03,818.97,1.50
scenario_04_confirmed,enddevice,87,50.60,769.65,1.50
scenario_04_confirmed,enddevice,88,984.23,585.95,1.50
scenario_04_confirmed,enddevice,89,-422.33,97.23,1.50
scenario_04_confirmed,enddevice,90,-532.14,222.59,1.50
scenario_04_confirmed,enddevice,91,-105.04,-420.46,1.50
scenario_04_confirmed,enddevice,92,111.01,895.04,1.50
scenario_04_confirmed,enddevice,93,-870.49,214.91,1.50
scenario_04_confirmed,enddevice,94,-216.02,-920.99,1.50
scenario_04_confirmed,enddevice,95,-730.85,-415.55,1.50
scenario_04_confirmed,enddevice,96,-278.28,-980.17,1.50
scenario_04_confirmed,enddevice,97,-976.16,-41.39,1.50
scenario_04_confirmed,enddevice,98,-34.94,-159.92,1.50
scenario_04_confirmed,enddevice,99,401.80,-101.15,1.50
scenario_05_traffic,gateway,0,0.00,0.00,15.00
scenario_05_traffic,enddevice,0,126.58,-570.54,1.50
scenario_05_traffic,enddevice,1,-384.71,235.33,1.50
scenario_05_traffic,enddevice,2,870.76,-340.86,1.50
scenario_05_traffic,enddevice,3,711.20,483.34,1.50
scenario_05_traffic,enddevice,4,-345.78,-56.57,1.50
scenario_05_traffic,enddevice,5,-870.44,446.55,1.50
scenario_05_traffic,enddevice,6,-801.12,725.36,1.50
scenario_05_traffic,enddevice,7,838.32,-455.16,1.50
scenario_05_traffic,enddevice,8,84.96,-291.97,1.50
scenario_05_traffic,enddevice,9,-98.48,776.07,1.50
scenario_05_traffic,enddevice,10,172.05,-303.91,1.50
scenario_05_traffic,enddevice,11,-746.47,-944.13,1.50
scenario_05_traffic,enddevice,12,-836.93,-171.14,1.50
scenario_05_traffic,enddevice,13,87.64,887.66,1.50
scenario_05_traffic,enddevice,14,358.86,796.03,1.50
scenario_05_traffic,enddevice,15,-307.09,650.20,1.50
scenario_05_traffic,enddevice,16,-175.97,-632.09,1.50
scenario_05_traffic,enddevice,17,769.32,-937.05,1.50
scenario_05_traffic,enddevice,18,893.36,759.56,1.50
scenario_05_traffic,enddevice,19,859.81,-42.70,1.50
scenario_05_traffic,enddevice,20,-741.93,283.50,1.50
scenario_05_traffic,enddevice,21,-438.66,-867.39,1.50
scenario_05_traffic,enddevice,22,-158.92,374.24,1.50
scenario_05_traffic,enddevice,23,-754.02,-983.87,1.50
scenario_05_traffic,enddevice,24,-403.19,-712.53,1.50
scenario_05_traffic,enddevice,25,-788.43,389.85,1.50
scenario_05_traffic,enddevice,26,-929.24,-774.80,1.50
scenario_05_traffic,enddevice,27,542.90,864.77,1.50
scenario_05_traffic,enddevice,28,118.19,-351.21,1.50
scenario_05_traffic,enddevice,29,685.35,-631.63,1.50
scenario_05_traffic,enddevice,30,832.15,460.43,1.50
scenario_05_traffic,enddevice,31,622.70,63.64,1.50
scenario_05_traffic,enddevice,32,-237.14,-818.77,1.50
scenario_05_traffic,enddevice,33,-720.94,-902.02,1.50
scenario_05_traffic,enddevice,34,-247.08,-19.51,1.50
scenario_05_traffic,enddevice,35,653.09,339.64,1.50
scenario_05_traffic,enddevice,36,-330.68,851.90,1.50
scenario_05_traffic,enddevice,37,-60.58,-34.09,1.50
scenario_05_traffic,enddevice,38,-645.10,-789.50,1.50
scenario_05_traffic,enddevice,39,-890.38,-995.44,1.50
scenario_05_traffic,enddevice,40,-527.99,-779.16,1.50
scenario_05_traffic,enddevice,41,-875.19,-732.08,1.50
scenario_05_traffic,enddevice,42,726.29,-583.66,1.50
scenario_05_traffic,enddevice,43,781.54,688.81,1.50
scenario_05_traffic,enddevice,44,-229.32,-19.20,1.50
scenario_05_traffic,enddevice,45,26.89,635.92,1.50
scenario_05_traffic,enddevice,46,-862.01,-786.58,1.50
scenario_05_traffic,enddevice,47,887.79,-569.55,1.50
scenario_05_traffic,enddevice,48,-48.32,284.04,1.50
scenario_05_traffic,enddevice,49,-637.39,496.63,1.50
scenario_05_traffic,enddevice,50,-390.50,740.23,1.50
scenario_05_traffic,enddevice,51,164.60,-824.02,1.50
scenario_05_traffic,enddevice,52,-910.89,-379.98,1.50
scenario_05_traffic,enddevice,53,-390.03,368.42,1.50
scenario_05_traffic,enddevice,54,225.98,-71.20,1.50
scenario_05_traffic,enddevice,55,-995.16,-961.61,1.50
scenario_05_traffic,enddevice,56,777.62,282.34,1.50
scenario_05_traffic,enddevice,57,69.05,-359.02,1.50
scenario_05_traffic,enddevice,58,-563.94,810.85,1.50
scenario_05_traffic,enddevice,59,737.31,-322.28,1.50
scenario_05_traffic,enddevice,60,325.48,328.87,1.50
scenario_05_traffic,enddevice,61,-320.71,-310.27,1.50
scenario_05_traffic,enddevice,62,604.46,14.71,1.50
scenario_05_traffic,enddevice,63,-29.80,364.64,1.50
scenario_05_traffic,enddevice,64,-549.87,-961.73,1.50
scenario_05_traffic,enddevice,65,-212.35,680.27,1.50
scenario_05_traffic,enddevice,66,-366.94,-583.62,1.50
scenario_05_traffic,enddevice,67,377.62,243.09,1.50
scenario_05_traffic,enddevice,68,-994.82,283.92,1.50
scenario_05_traffic,enddevice,69,818.20,583.96,1.50
scenario_05_traffic,enddevice,70,-11.01,267.41,1.50
scenario_05_traffic,enddevice,71,-85.84,807.81,1.50
scenario_05_traffic,enddevice,72,591.72,849.63,1.50
scenario_05_traffic,enddevice,73,-317.15,775.72,1.50
scenario_05_traffic,enddevice,74,-233.17,-809.65,1.50
scenario_05_traffic,enddevice,75,-153.71,-365.29,1.50
scenario_05_traffic,enddevice,76,-614.54,475.45,1.50
scenario_05_traffic,enddevice,77,-312.91,207.59,1.50
scenario_05_traffic,enddevice,78,-698.12,430.55,1.50
scenario_05_traffic,enddevice,79,-495.29,-410.13,1.50
scenario_05_traffic,enddevice,80,444.47,-605.58,1.50
scenario_05_traffic,enddevice,81,697.68,826.07,1.50
scenario_05_traffic,enddevice,82,787.82,-961.45,1.50
scenario_05_traffic,enddevice,83,-894.74,-407.98,1.50
scenario_05_traffic,enddevice,84,-170.14,-104.22,1.50
scenario_05_traffic,enddevice,85,-777.07,-738.85,1.50
scenario_05_traffic,enddevice,86,-465.03,818.97,1.50
scenario_05_traffic,enddevice,87,50.60,769.65,1.50
scenario_05_traffic,enddevice,88,984.23,585.95,1.50
scenario_05_traffic,enddevice,89,-422.33,97.23,1.50
scenario_05_traffic,enddevice,90,-532.14,222.59,1.50
scenario_05_traffic,enddevice,91,-105.04,-420.46,1.50
scenario_05_traffic,enddevice,92,111.01,895.04,1.50
scenario_05_traffic,enddevice,93,-870.49,214.91,1.50
scenario_05_traffic,enddevice,94,-216.02,-920.99,1.50
scenario_05_traffic,enddevice,95,-730.85,-415.55,1.50
scenario_05_traffic,enddevice,96,-278.28,-980.17,1.50
scenario_05_traffic,enddevice,97,-976.16,-41.39,1.50
scenario_05_traffic,enddevice,98,-34.94,-159.92,1.50
scenario_05_traffic,enddevice,99,401.80,-101.15,1.50
scenario_03_sf_impact,gateway,0,0.00,0.00,15.00
scenario_03_sf_impact,enddevice,0,17.58,240.20,1.50
scenario_03_sf_impact,enddevice,1,637.89,555.57,1.50
scenario_03_sf_impact,enddevice,2,-315.25,823.24,1.50
scenario_03_sf_impact,enddevice,3,-120.35,-52.94,1.50
scenario_03_sf_impact,enddevice,4,156.54,99.78,1.50
scenario_03_sf_impact,enddevice,5,-582.32,-394.61,1.50
scenario_03_sf_impact,enddevice,6,-219.30,-971.86,1.50
scenario_03_sf_impact,enddevice,7,-677.94,-183.88,1.50
scenario_03_sf_impact,enddevice,8,493.70,130.09,1.50
scenario_03_sf_impact,enddevice,9,-78.41,-477.98,1.50
scenario_03_sf_impact,enddevice,10,1.42,482.10,1.50
scenario_03_sf_impact,enddevice,11,-201.75,596.43,1.50
scenario_03_sf_impact,enddevice,12,486.34,804.52,1.50
scenario_03_sf_impact,enddevice,13,534.45,890.67,1.50
scenario_03_sf_impact,enddevice,14,169.44,859.72,1.50
scenario_03_sf_impact,enddevice,15,40.57,-302.52,1.50
scenario_03_sf_impact,enddevice,16,-328.79,-185.94,1.50
scenario_03_sf_impact,enddevice,17,-736.80,863.65,1.50
scenario_03_sf_impact,enddevice,18,238.36,405.34,1.50
scenario_03_sf_impact,enddevice,19,-116.81,463.84,1.50
scenario_03_sf_impact,enddevice,20,-416.08,107.49,1.50
scenario_03_sf_impact,enddevice,21,-321.79,199.65,1.50
scenario_03_sf_impact,enddevice,22,458.20,715.23,1.50
scenario_03_sf_impact,enddevice,23,-672.23,274.96,1.50
scenario_03_sf_impact,enddevice,24,486.75,-981.14,1.50
scenario_03_sf_impact,enddevice,25,-232.63,-465.14,1.50
scenario_03_sf_impact,enddevice,26,-571.97,40.69,1.50
scenario_03_sf_impact,enddevice,27,715.44,-740.36,1.50
scenario_03_sf_impact,enddevice,28,-452.55,-21.62,1.50
scenario_03_sf_impact,enddevice,29,197.81,193.85,1.50
scenario_03_sf_impact,enddevice,30,747.91,248.48,1.50
scenario_03_sf_impact,enddevice,31,57.39,-698.80,1.50
scenario_03_sf_impact,enddevice,32,-289.38,-634.46,1.50
scenario_03_sf_impact,enddevice,33,-96.11,808.41,1.50
scenario_03_sf_impact,enddevice,34,-573.01,407.31,1.50
scenario_03_sf_impact,enddevice,35,-982.16,356.74,1.50
scenario_03_sf_impact,enddevice,36,-606.97,175.63,1.50
scenario_03_sf_impact,enddevice,37,-230.51,397.76,1.50
scenario_03_sf_impact,enddevice,38,360.74,-277.64,1.50
scenario_03_sf_impact,enddevice,39,102.55,177.59,1.50
scenario_03_sf_impact,enddevice,40,378.85,597.17,1.50
scenario_03_sf_impact,enddevice,41,-886.10,-964.01,1.50
scenario_03_sf_impact,enddevice,42,-108.20,969.06,1.50
scenario_03_sf_impact,enddevice,43,518.54,-157.51,1.50
scenario_03_sf_impact,enddevice,44,-162.72,534.88,1.50
scenario_03_sf_impact,enddevice,45,442.79,-452.42,1.50
scenario_03_sf_impact,enddevice,46,-592.81,594.42,1.50
scenario_03_sf_impact,enddevice,47,798.69,-593.43,1.50
scenario_03_sf_impact,enddevice,48,45.63,-582.62,1.50
scenario_03_sf_impact,enddevice,49,737.11,-919.24,1.50
scenario_06_collision,gateway,0,0.00,0.00,15.00
scenario_06_collision,enddevice,0,57.32,8.44,1.50
scenario_06_collision,enddevice,1,20.87,23.51,1.50
scenario_06_collision,enddevice,2,-42.68,6.12,1.50
scenario_06_collision,enddevice,3,-18.40,-50.11,1.50
scenario_06_collision,enddevice,4,-32.50,-9.71,1.50
